"NUMERO_CUENTA","NOMBRE_MENU","NOMBRE_RESTAURANTE","CANTIDAD","ENTREGADO"
"259","colddieddiscovered","Nlounge",4,"1"
"1825061561","automaticallyfireor maybe","Nlounge",13,"0"
"5421838665","endofhot","Nlounge",9,"1"
"5007506360","endingdemandedpique","Nlounge",2,"0"
"2534685989","pulldreamsassert","Nlounge",11,"1"
"7750981940","smokelistcomputer","Nlounge",11,"0"
"6223444062","throwsilllist","Nlounge",2,"1"
"6328766983","mywithwe","Nlounge",14,"1"
"7113860657","numberswindowwe","Nlounge",16,"0"
"3866435349","treestextfound","Nlounge",10,"0"
"56","outshowpeople","Nlounge",14,"0"
"7317095966","hidnumbersin","Nlounge",9,"0"
"1415710235","dadkeysabout","Nlounge",6,"1"
"154","diedendsthey","Nlounge",19,"1"
"9679452312","holdthedo","Nlounge",1,"1"
"6286627247","lostitit","Nlounge",2,"1"
"8124087735","automaticallylockor","Nlounge",9,"0"
"4930543399","whenelsedo","Nlounge",4,"1"
"9579544434","hatchoflock","Nlounge",18,"1"
"3275919410","secretlyfinddreams","Nlounge",11,"0"
"7113860657","sofageneratedelse","Nlounge",19,"1"
"2759516351","throughkeysheadphones","Nlounge",1,"0"
"8547651793","withlightred","Nlounge",15,"0"
"239","alwayswhileso","Nlounge",6,"1"
"5976005851","Itheytrying","Topiclounge",18,"0"
"3187779221","visionsspeedthrow","Topiclounge",14,"1"
"2741309808","worldendingcomputer","Topiclounge",16,"0"
"242","tomagneticvisions","Topiclounge",7,"1"
"53","rabbitwithworld","Topiclounge",1,"0"
"6739509675","dolostit","Topiclounge",9,"0"
"6518226122","bangingwillwrite","Topiclounge",19,"0"
"130","waitedcamethe","Topiclounge",1,"0"
"3508636659","windowconstantlyuntil","Topiclounge",13,"1"
"132","tosillcrash","Nlounge",18,"0"
"1681269525","itboonpull","Nlounge",10,"0"
"7888067730","redwiththe","Nlounge",16,"0"
"3190834185","buildoutdemanded","Nlounge",9,"0"
"8522225422","throughdoleader","Nlounge",4,"0"
"7657450627","aboutcameplane","Nlounge",15,"1"
"7801108691","muchhandledwhat","Nlounge",4,"0"
"56","colddayslist","Nlounge",11,"0"
"6654164757","islandmanmagnetic","Nlounge",2,"0"
"6339539881","sidekickaboutare","Nlounge",16,"1"
"140","listIwhite","Nlounge",19,"0"
"6292124818","constantlygoodautomatically","Nlounge",19,"1"
"8445957017","sidekickdoasked","Nlounge",13,"0"
"209","throwaboutgenerated","Nlounge",8,"1"
"3071631236","automaticallythrowgenerated","Nlounge",17,"0"
"6491999153","dadwillthey","Nlounge",12,"0"
"6773434366","intopull","Nlounge",10,"0"
"8759443525","roomhatshow","Nlounge",2,"1"
"225","tookwheregenerated","Nlounge",13,"0"
"10","untillighthold","Nlounge",12,"1"
"289","toabadly","Nlounge",2,"1"
"9966725306","textinare","Nlounge",9,"1"
"2223814936","dooutend","Nlounge",19,"1"
"4207017308","inreddays","Nlounge",19,"1"
"21","shouldwritewicket","Nlounge",16,"1"
"3","toheadphonesa","Nlounge",19,"0"
"300","manfireis","Nlounge",14,"0"
"7601198302","planemuchtrees","Nlounge",7,"0"
"99","visionsislanddreams","Nlounge",5,"1"
"4072252951","piquewebis","Nlounge",7,"1"
"3866435349","dreamsbadlylibrary","Vinder",7,"0"
"187","wantinelse","Vinder",2,"1"
"3866435349","hathidsmoke","Vinder",12,"0"
"6403694678","computerlockfire","Vinder",3,"0"
"9678002613","shepherddiedwhat","Vinder",4,"1"
"7428060983","holdkeysfind","Vinder",9,"0"
"5373150054","onopenwith","Vinder",6,"1"
"3101534229","waitedspeedor","Vinder",2,"1"
"7502487152","havewhatof","Nlounge",15,"1"
"227","hidwordspull","Nlounge",15,"0"
"167","islandinwaited","Nlounge",5,"0"
"87","peoplewebothers","Nlounge",13,"1"
"276","textmagneticrabbit","Nlounge",14,"0"
"151","mycrashto","Nlounge",7,"0"
"4891679741","bangingthroughcrash","Nlounge",10,"0"
"5534500344","dreamstryingsidekick","Nlounge",15,"1"
"9725612634","peoplemanyabout","Nlounge",19,"1"
"8408620252","thismanycaves","Nlounge",8,"0"
"300","textnumberswhite","Nlounge",15,"1"
"25","tookcomputerisland","Nlounge",5,"1"
"37","wantlibraryfound","Nlounge",7,"0"
"3436933694","outtreesautomatically","Nlounge",18,"0"
"5985122890","boonmywith","Nlounge",4,"0"
"5636952715","sacrificecomputerhold","Nlounge",7,"1"
"62","itwithtelevision","Nlounge",3,"0"
"9911908429","tothrowtrying","Nlounge",5,"1"
"5464460520","aboutheadphonessuspense","Nlounge",18,"0"
"5634601928","theydosidekick","Nlounge",7,"1"
"4433196544","headphonesheadphoneswaited","Nlounge",14,"0"
"5025593604","mancomputerwho","Nlounge",8,"1"
"4763014218","tokeysfind","Nlounge",16,"0"
"5984255584","dolocktelevision","Nlounge",3,"1"
"137","alwayspulldad","Nlounge",9,"0"
"9730288707","findlibrarytrying","Nlounge",9,"1"
"3582110551","lightvisionslots","Nlounge",4,"1"
"8506291760","planehotill","Nlounge",5,"0"
"9600801509","itsacrificered","Nlounge",1,"1"
"5976005851","secretlywesits","Nlounge",6,"1"
"3327685632","othersroomwill","Nlounge",3,"0"
"4650999129","gooddemandedcame","Nlounge",8,"1"
"8917409065","throwor maybehave","Nlounge",1,"1"
"3682839488","computerbooksbooks","Nlounge",6,"0"
"6400037923","manyrabbithave","Nlounge",4,"1"
"3054074326","whatarewas","Nlounge",13,"0"
"2133848488","throughmanythey","Nlounge",3,"1"
"6400037923","elsesilllist","Nlounge",3,"0"
"3692980435","librarylibrarywarp","Nlounge",5,"1"
"7606970963","or maybepullin","Nlounge",4,"0"
"7146535300","endwordskeys","Nlounge",7,"0"
"7553163864","Ihatconstantly","Nlounge",1,"1"
"72","askedrescuecame","Nlounge",14,"0"
"40","islandendsofa","Nlounge",1,"1"
"3806192771","untilholdlight","Nlounge",18,"0"
"5083513081","openbooksheadphones","Nlounge",18,"1"
"5339707550","pullwholots","Nlounge",18,"1"
"7406424216","ballvisionshave","Nlounge",19,"0"
"3897855543","automaticallycodeopen","Nlounge",10,"1"
"112","generatednumbersship","Nlounge",10,"0"
"6165841112","havecaveswhere","Nlounge",6,"0"
"2434765477","automaticallyspeedprobably","Nlounge",9,"0"
"5097883301","holdwritesomething","Nlounge",4,"1"
"47","lockfindends","Nlounge",2,"0"
"3765555606","orconstantlyworn","Nlounge",16,"1"
"304","wicketothersdays","Nlounge",11,"0"
"6546214392","outitlibrary","Nlounge",13,"1"
"7221736911","computersacrificeboon","Nlounge",15,"1"
"4397658600","roomfoundhot","Nlounge",15,"1"
"9454703079","soalwaysfind","Nlounge",2,"0"
"2645689765","itshowI","Nlounge",18,"0"
"4188360474","toconstantlyopen","Nlounge",8,"1"
"5909296643","otherssidekickfound","Nlounge",2,"1"
"4613944477","rescueinvisions","Nlounge",18,"0"
"2649689913","theywilldays","Nlounge",7,"0"
"3471465143","somethingisprobably","Nlounge",14,"0"
"8124087735","smokesmokeare","Nlounge",3,"1"
"6023142433","windowwrongwill","Nlounge",3,"1"
"5944437509","lotswornhid","Nlounge",14,"1"
"1825061561","throwautomaticallywith","Nlounge",7,"0"
"281","movedwarplots","Nlounge",13,"1"
"2645689765","willtextdiscovered","Nlounge",9,"0"
"7293559613","endit'sthis","Nlounge",12,"0"
"7895435176","sitswaitedhave","Nlounge",2,"1"
"3187779221","tookmywill","Nlounge",16,"0"
"1399138938","or maybetoball","Nlounge",15,"0"
"233","sitsredworn","Nlounge",18,"0"
"5660297908","oralwayshave","Nlounge",3,"1"
"8940766350","captainhatchrabbit","Rhyloo",16,"1"
"20","throwpiqueending","Nlounge",1,"0"
"218","constantlynumbersit's","Nlounge",14,"0"
"4090181880","buildwrongor maybe","Nlounge",18,"0"
"7912818194","whitewordslots","Nlounge",8,"1"
"276","sillordiscovered","Nlounge",19,"1"
"7650243526","it'stoin","Nlounge",2,"1"
"8684170793","roomhandledothers","Nlounge",4,"1"
"134","sillhotwill","Nlounge",16,"0"
"281","itconstantlyasked","Nlounge",3,"1"
"1262754411","waitedaboutdied","Nlounge",17,"1"
"7854703709","losthotis","Nlounge",7,"1"
"275","shouldautomaticallythrow","Nlounge",10,"0"
"5097883301","leaderlostas","Nlounge",7,"0"
"211","sillwaitedhatch","Nlounge",3,"0"
"292","ghostfoundtrying","Nlounge",17,"0"
"112","soshouldout","Nlounge",8,"0"
"2099536839","onwhereopen","Nlounge",19,"1"
"8702354001","hatchcavessofa","Nlounge",9,"0"
"56","planeothersgood","Nlounge",7,"1"
"3875548605","willshouldprobably","Nlounge",2,"0"
"2054492762","Ispeedthis","Nlounge",1,"0"
"3864260369","holdwhenvisions","Nlounge",6,"1"
"6505380513","sofatosuspense","Nlounge",6,"1"
"3348361834","theyor maybewhite","Nlounge",14,"1"
"33","headphonesassertlock","Nlounge",19,"1"
"7606970963","whobuildred","Nlounge",17,"1"
"8260426831","webcomputerwicket","Nlounge",3,"0"
"9189800537","or maybeballnumbers","Nlounge",7,"1"
"2870777576","askedhidcaves","Nlounge",12,"1"
"248","endingcameisland","Nlounge",11,"0"
"7801108691","whatmagnetichad","Nlounge",7,"0"
"3912885775","dadcoldcold","Nlounge",5,"1"
"12","dayswegood","Nlounge",19,"0"
"2441872932","endselsethey","Nlounge",7,"0"
"7930727868","headphonesholddad","Nlounge",19,"1"
"252","somethingroomsidekick","Nlounge",11,"1"
"237","showonmy","Nlounge",6,"0"
"6605868863","shepherdinwho","Nlounge",16,"0"
"4715452327","listwrongsecretly","Nlounge",6,"1"
"6292124818","illareend","Nlounge",4,"1"
"71","discovereditthe","Nlounge",14,"1"
"6105809231","generatedshowghost","Eidel",9,"1"
"4996408597","endingithid","Eidel",13,"1"
"7690941794","libraryorwhite","Eidel",14,"0"
"244","dowritekeys","Eidel",12,"1"
"1270019567","tookotherscode","Eidel",8,"0"
"2643864221","nowithhold","Eidel",19,"1"
"9725612634","itwhattext","Eidel",4,"0"
"9667751739","aswhatI","Eidel",8,"0"
"7613465683","computerdreamsmany","Eidel",12,"1"
"6635949872","wicketaskedspeed","Nlounge",5,"0"
"2403779816","windowcodelost","Nlounge",12,"1"
"3990785234","wornfindwords","Nlounge",18,"1"
"9893415875","roomredwas","Nlounge",7,"1"
"3354762963","showfireon","Nlounge",13,"1"
"7657450627","tothrowtrying","Nlounge",1,"0"
"9753879573","lostaboutout","Nlounge",9,"0"
"23","wasdadlots","Nlounge",9,"0"
"5065640284","lightaboutspeed","Nlounge",18,"1"
"184","elseheadphoneswindow","Nlounge",9,"0"
"8962374958","havemandemanded","Nlounge",7,"1"
"39","noroomwhite","Nlounge",18,"0"
"7270716127","tryingaboutwe","Nlounge",7,"1"
"8780177860","waitedmovedmy","Nlounge",13,"1"
"4542989265","iswordshat","Nlounge",11,"1"
"85","itworldill","Nlounge",7,"1"
"35","itfoundfound","Nlounge",17,"0"
"9943649126","windowit'sdied","Nlounge",3,"1"
"6739168719","visionsworldhave","Nlounge",2,"0"
"3293257742","keyswithlock","Nlounge",11,"0"
"2190813294","worlddadmy","Nlounge",7,"1"
"5909737913","lostwhiledreams","Nlounge",3,"0"
"2407826580","dreamslightsacrifice","Nlounge",13,"0"
"280","itconstantlytrying","Nlounge",8,"0"
"8550288913","camehadbooks","Trunyx",11,"1"
"8603346034","whatwithcold","Trunyx",19,"1"
"7827941513","textendsshow","Trunyx",14,"1"
"6401444656","havebangingmuch","Trunyx",7,"1"
"9425005803","dreamsfrompull","Trunyx",15,"0"
"5982708091","somanspeed","Trunyx",12,"0"
"7953424305","thislotsno","Nlounge",5,"1"
"269","endsdolock","Nlounge",9,"1"
"268","fromwherethey","Nlounge",1,"1"
"5512538989","buildhandledhad","Nlounge",15,"1"
"4604174961","onpullhad","Nlounge",8,"0"
"6654578686","atohave","Nlounge",3,"0"
"36","theyaboutwhat","Nlounge",11,"0"
"4610580155","manwhenwhile","Nlounge",12,"0"
"7803659939","libraryassertas","Nlounge",4,"1"
"8684170793","suspensehandlednumbers","Nlounge",2,"0"
"8292392800","headphonestheyworld","Nlounge",10,"1"
"8626843174","shouldautomaticallythrow","Nlounge",6,"0"
"8457532036","coldcomputermagnetic","Nlounge",6,"0"
"1018384362","islandaboutlight","Nlounge",19,"0"
"3118176759","illwehave","Nlounge",7,"0"
"1139333053","smokewherebadly","Nlounge",2,"1"
"2921479533","doshowtelevision","Nlounge",14,"1"
"1257954740","roomholdthrow","Nlounge",7,"0"
"9845755273","Iwarpasked","Nlounge",6,"1"
"80","discoveredsitscame","Nlounge",14,"0"
"238","lightfirethe","Nlounge",12,"1"
"3327685632","ontryingrescue","Nlounge",6,"1"
"8755218554","sitslostit","Nlounge",15,"0"
"6042225524","it'stextare","Nlounge",13,"1"
"1370853348","leadercomputerbanging","Nlounge",15,"0"
"1559422703","camewronghandled","Nlounge",9,"0"
"6322262881","theybookssill","Nlounge",8,"1"
"223","enteraboutsofa","Nlounge",19,"1"
"3275919410","whenhadis","Nlounge",8,"1"
"1351713274","itholdvisions","Jetwire",2,"0"
"3179204578","showelseor maybe","Jetwire",13,"1"
"2865948158","orsoit","Jetwire",7,"1"
"192","firedemandedcame","Jetwire",12,"1"
"2557502643","showassertto","Jetwire",5,"1"
"7895783129","askedwithfind","Jetwire",15,"0"
"8755218554","waitedorthey","Jetwire",10,"1"
"7474403183","televisionconstantlydays","Jetwire",14,"0"
"5373150054","peopletopique","Jetwire",12,"1"
"3656352521","arecameit","Nlounge",16,"1"
"5040319986","hotshepherdwant","Nlounge",18,"0"
"2249828086","ittookmany","Nlounge",18,"0"
"5083513081","lostmovedbadly","Nlounge",11,"1"
"1807849459","wrongwornend","Nlounge",11,"0"
"9624308479","endwordskeys","Nlounge",14,"0"
"1976121738","wastryingwith","Nlounge",14,"0"
"5739964528","Iwheredad","Nlounge",10,"1"
"110","manofpique","Nlounge",12,"0"
"201","wealwaysspeed","Nlounge",5,"0"
"9735833230","whatarewas","Nlounge",18,"1"
"1571715746","libraryrescueinterest","Nlounge",9,"0"
"213","hotislandship","Nlounge",9,"0"
"9979624395","numberswhitealways","Nlounge",1,"1"
"7895435176","endofsits","Nlounge",6,"1"
"7785004238","foundor maybeprobably","Nlounge",10,"0"
"7541621034","manit'swith","Nlounge",7,"1"
"1550044531","wasaboutworn","Nlounge",11,"1"
"161","bangingthrowmuch","Nlounge",8,"1"
"3742220629","windowitare","Nlounge",18,"1"
"3274042454","probablywebhot","Nlounge",17,"1"
"8441982567","ishandledis","Nlounge",9,"0"
"2262836851","lockghostin","Nlounge",19,"0"
"6614168553","secretlyfindball","Nlounge",12,"0"
"161","camebuildsomething","Nlounge",3,"0"
"6752901205","hotredwhat","Nlounge",17,"0"
"8408620252","showghoston","Nlounge",18,"1"
"9387845685","nospeedlots","Nlounge",13,"0"
"5966308566","outnumbersshepherd","Nlounge",9,"1"
"4022256513","whatcomputerplane","Nlounge",13,"1"
"2243525009","dreamsdreamswith","Nlounge",15,"1"
"8940766350","dreamsoutill","Nlounge",17,"1"
"7178281488","findshowwindow","Nlounge",12,"1"
"5910291767","dreamsbadlytook","Nlounge",5,"1"
"3897855543","booksprobablyit","Nlounge",18,"1"
"288","entertocaves","Nlounge",3,"1"
"274","secretlywrongopen","Nlounge",18,"0"
"9426101626","sitsonin","Nlounge",18,"1"
"2865948158","throwlotstook","Nlounge",14,"1"
"3847470863","speedisfind","Nlounge",19,"1"
"5117002808","cavescameit","Nlounge",13,"0"
"164","ghostwithopen","Nlounge",17,"0"
"3877353254","or mayberedroom","Nlounge",1,"1"
"7516240420","shipopenor maybe","Nlounge",7,"1"
"142","havehavemany","Nlounge",15,"1"
"5965698818","endinglotssuspense","Nlounge",13,"1"
"9281819353","alwaysworncaptain","Nlounge",11,"1"
"7172202138","hadwarpsacrifice","Nlounge",4,"0"
"3877353254","somethingorwarp","Nlounge",17,"1"
"4733923646","onIout","Nlounge",18,"1"
"8368195445","headphonessecretlywhat","Nlounge",19,"0"
"1714166531","Igeneratedworld","Nlounge",19,"1"
"5805538088","coldfromthey","Nlounge",5,"1"
"107","or maybeislandship","Nlounge",15,"1"
"5016111641","willlostball","Nlounge",11,"1"
"1155464286","theaskedcomputer","Nlounge",19,"1"
"7806090911","windowaskedwhite","Nlounge",19,"1"
"8126153039","shipitassert","Nlounge",13,"0"
"3808975521","somethingfoundman","Nlounge",14,"1"
"1951634636","thetheyheadphones","Nlounge",2,"1"
"9679452312","pullcomputertelevision","Nlounge",5,"1"
"106","whiteroomisland","Realpoint",9,"0"
"1213618573","ofshouldsmoke","Realpoint",13,"1"
"9874593149","thebangingisland","Realpoint",3,"1"
"4944794542","ofdoothers","Realpoint",12,"1"
"2699337789","redwaitedbuild","Realpoint",14,"0"
"7843272819","rescuetothe","Realpoint",13,"1"
"2798624297","suspensewrongcrash","Realpoint",7,"0"
"3801124058","holdtheto","Realpoint",14,"0"
"8501563521","whatshepherdit","Realpoint",17,"0"
"185","hatchuntilwaited","Nlounge",18,"0"
"3621079605","sowicketit","Nlounge",17,"1"
"1262754411","ascodewith","Nlounge",4,"0"
"9536377764","lockgenerateddemanded","Nlounge",16,"0"
"9536377764","whendreamshave","Nlounge",18,"0"
"7943277919","pullisto","Nlounge",8,"1"
"3949896510","inisworld","Nlounge",8,"0"
"8684170793","noendswindow","Nlounge",7,"1"
"51","demandedtryingtelevision","Nlounge",2,"1"
"5868758315","inaskeddied","Nlounge",18,"0"
"9624308479","sobadlyshould","Nlounge",15,"0"
"286","somethingshowsill","Nlounge",3,"0"
"6851065454","whenwantlibrary","Nlounge",17,"0"
"9386911280","wewillof","Nlounge",8,"1"
"2129069103","tryingor maybeit","Nlounge",10,"1"
"283","suspensedemandedtrying","Nlounge",5,"0"
"3640211273","islandshipare","Nlounge",14,"1"
"2056048330","manywheresill","Nlounge",12,"0"
"7574650604","cavescomputercaptain","Nlounge",18,"0"
"5048373600","whoalwaysin","Nlounge",17,"1"
"3569696019","shepherdendsI","Nlounge",2,"1"
"8201933827","sowhenman","Nlounge",17,"0"
"77","theydadcame","Nlounge",15,"0"
"6999014178","lighthatboon","Nlounge",4,"0"
"5190095289","hatthisalways","Nlounge",8,"1"
"277","theylockconstantly","Nlounge",3,"0"
"2037600784","whatoutbuild","Nlounge",9,"0"
"7520761003","whilebadlywarp","Nlounge",5,"1"
"7639421183","todiedwant","Nlounge",16,"1"
"3170498518","daysislandfound","Nlounge",13,"1"
"132","opencametrying","Nlounge",15,"1"
"3508636659","manwhiteare","Nlounge",10,"1"
"8917409065","tryingmuchtrees","Nlounge",10,"1"
"2701998558","aboutwasnumbers","Nlounge",9,"0"
"4604607890","keyswindowfire","Nlounge",1,"0"
"4518188965","or mayberoomelse","Nlounge",7,"1"
"2699391736","monstertheylibrary","Nlounge",13,"0"
"65","computerhidfind","Nlounge",2,"1"
"131","untilendmany","Nlounge",19,"0"
"8702354001","aboutdreamstelevision","Nlounge",5,"1"
"2409202281","ontheya","Nlounge",18,"0"
"8382044591","windowwhatball","Nlounge",2,"0"
"9690936718","Iislandwill","Nlounge",11,"0"
"4604174961","handledislandthis","Nlounge",16,"0"
"3071017648","monsternohold","Nlounge",14,"0"
"7326051789","willplanebanging","Nlounge",7,"0"
"5982708091","captainroombuild","Nlounge",18,"1"
"3621079605","itendswill","Nlounge",1,"1"
"5859823929","sitsmonsterwhile","Nlounge",5,"0"
"7648019545","islandwillwhat","Nlounge",2,"1"
"8016946524","manmanypique","Nlounge",9,"0"
"162","havewherewith","Nlounge",15,"0"
"2466239709","whowriteshepherd","Nlounge",15,"1"
"2200558597","islandthrowleader","Nlounge",17,"0"
"6400515918","withworndo","Nlounge",10,"0"
"4139441247","monsterwindowwarp","Nlounge",19,"1"
"7172202138","shouldconstantlycomputer","Nlounge",7,"1"
"1144575650","crashtextwas","Nlounge",16,"1"
"3621079605","foundspeeddemanded","Nlounge",3,"0"
"8791247024","willtreesisland","Nlounge",19,"0"
"229","bangingleadercomputer","Nlounge",5,"0"
"7553163864","roomdemandedopen","Nlounge",6,"1"
"4753940908","wicketaboutfrom","Nlounge",8,"1"
"7869593646","thiscaptainwrong","Nlounge",7,"1"
"3779490223","withwithgood","Nlounge",2,"0"
"5534500344","shouldwhilewicket","Nlounge",6,"0"
"4771654895","computerinothers","Nlounge",2,"1"
"8917409065","captaindemandedin","Nlounge",9,"0"
"1262754411","wheremovedwe","Nlounge",5,"0"
"8709487165","speedcamerabbit","Nlounge",2,"0"
"301","entercoldlist","Nlounge",19,"0"
"62","ormovedleader","Nlounge",6,"0"
"83","ofalwaysbooks","Nlounge",8,"0"
"9395536776","withdohandled","Nlounge",1,"1"
"4313002326","hattheyhave","Nlounge",1,"1"
"8755218554","outcomputerred","Nlounge",6,"1"
"4310735387","televisionspeedlist","Nlounge",12,"0"
"4982972052","askedorhatch","Nlounge",2,"1"
"295","nobooksdied","Nlounge",17,"1"
"184","ofmovedhad","Nlounge",5,"0"
"1522956191","computerprobablyit","Nlounge",7,"1"
"4024652355","captainendshandled","Nlounge",12,"1"
"5976005851","cameplanespeed","Nlounge",16,"0"
"7516240420","piquesillgood","Nlounge",6,"0"
"4616890319","whoghostsomething","Nlounge",2,"0"
"30","ballmanyas","Nlounge",12,"1"
"301","captainvisionscold","Nlounge",1,"1"
"108","hidalwaysfrom","Nlounge",7,"1"
"5708256897","banginginterestsomething","Nlounge",12,"1"
"2238492472","whoothersthe","Nlounge",10,"1"
"9088766722","treescrashwindow","Nlounge",4,"0"
"8853368630","wantcrashassert","Nlounge",3,"0"
"7782781726","webmanydays","Nlounge",18,"0"
"9387845685","it'ssmokemany","Nlounge",11,"1"
"64","libraryworldsacrifice","Nlounge",4,"1"
"3275919410","doenterfound","Nlounge",17,"1"
"8616369261","computerlistpique","Nlounge",17,"0"
"6661621167","magneticinplane","Nlounge",13,"0"
"8126153039","wantholdno","Nlounge",6,"1"
"5909296643","worldorwarp","Miboo",6,"1"
"9382266629","isnobooks","Miboo",4,"1"
"3087626436","webmonsterman","Miboo",19,"1"
"8400559518","it'sghostconstantly","Miboo",9,"1"
"5373150054","wrongdaysI","Miboo",1,"1"
"4310735387","roomballgood","Miboo",14,"0"
"6412353450","whoendalways","Nlounge",2,"0"
"7360938709","ghostboonsmoke","Nlounge",15,"0"
"173","openthroughthrough","Nlounge",15,"1"
"9146616035","camehatchspeed","Nlounge",18,"1"
"9678002613","peopleshowcaptain","Nlounge",3,"0"
"222","askedtryingmonster","Nlounge",17,"0"
"4067922038","ofpeoplewhite","Nlounge",4,"0"
"1370853348","shepherdbuildpique","Nlounge",12,"0"
"5711686030","treescodefire","Nlounge",12,"1"
"7898245967","headphoneswritesuspense","Nlounge",5,"1"
"2231500708","toroomfrom","Nlounge",2,"0"
"1964234196","arewhatfrom","Nlounge",14,"0"
"4733923646","wassuspenseends","Nlounge",13,"1"
"9828944701","codespeedweb","Nlounge",17,"1"
"71","coldplanewill","Nlounge",4,"0"
"1642067569","hatchwefound","Skilith",4,"0"
"155","fromsmokeworn","Skilith",18,"0"
"3270996666","wrongdoshould","Skilith",3,"1"
"6412353450","suspensespeedwhere","Skilith",4,"0"
"5828313442","whenconstantlywhere","Skilith",12,"1"
"2808452067","outonhot","Skilith",7,"1"
"1640200183","tookthepeople","Skilith",7,"1"
"8166150627","smokefindthis","Skilith",2,"0"
"3153315952","showwaitedwrong","Skilith",5,"0"
"56","itinautomatically","Nlounge",10,"0"
"5673891237","diedisplane","Nlounge",5,"0"
"2921479533","ballonhave","Nlounge",9,"1"
"3327685632","arepeoplemuch","Nlounge",9,"0"
"217","alwaysabouthatch","Nlounge",13,"1"
"4655908522","noassertcrash","Nlounge",9,"1"
"7520761003","elseholdlibrary","Nlounge",17,"1"
"2247576147","togeneratedwhite","Nlounge",12,"0"
"9238603078","whoareboon","Nlounge",13,"0"
"8016743669","interestbadlyfound","Nlounge",10,"1"
"120","endingassertwicket","Nlounge",19,"0"
"4596475511","keysaresacrifice","Nlounge",4,"1"
"9987230547","camewillopen","Nlounge",1,"1"
"1528900245","windowaskedwhite","Nlounge",9,"1"
"6698014634","daysmuchhave","Nlounge",3,"1"
"3318155884","waiteditcomputer","Nlounge",4,"0"
"9281819353","myendspull","Nlounge",18,"0"
"5652975836","hatelsenumbers","Nlounge",5,"0"
"6","havesacrificekeys","Nlounge",17,"1"
"8940766350","firekeysthe","Nlounge",19,"1"
"124","tohadshould","Fanoodle",12,"0"
"6506223043","lotsdreamswill","Nlounge",6,"1"
"259","sillarepull","Nlounge",1,"0"
"9340993179","whatnopeople","Nlounge",6,"1"
"7791930389","oflightis","Nlounge",3,"0"
"4207017308","itwriteof","Skyble",9,"1"
"4610580155","alotsto","Skyble",8,"1"
"1351713274","wheretocomputer","Skyble",12,"1"
"4542989265","wrongwritethey","Skyble",2,"0"
"1878391743","untilmagneticin","Skyble",7,"0"
"7697887102","lightislandwrite","Skyble",3,"1"
"7806485800","sofabadlyI","Nlounge",8,"1"
"223","boonworldthey","Nlounge",2,"1"
"6223444062","numbersnosofa","Nlounge",7,"0"
"7558795138","manmanythrough","Nlounge",18,"0"
"205","mydreamstrees","Nlounge",6,"1"
"2873991077","haveroombadly","Nlounge",16,"0"
"3054074326","whitehaveenter","Nlounge",9,"0"
"211","sofabangingor","Nlounge",13,"1"
"7944781244","inasrescue","Nlounge",17,"1"
"9146616035","booksishold","Nlounge",14,"0"
"8274537421","outnumbersor maybe","Nlounge",7,"1"
"7913549010","discoveredmonsterare","Nlounge",6,"0"
"118","webballon","Nlounge",6,"1"
"5491775036","untilfiredays","Nlounge",17,"0"
"7502487152","sothroughit","Nlounge",6,"0"
"2289888841","untilsoof","Nlounge",13,"1"
"4944794542","worninof","Nlounge",13,"1"
"2994337805","wherecavesfind","Nlounge",12,"0"
"50","domonsterit","Nlounge",9,"0"
"3010962837","tookmovedit","Nlounge",5,"0"
"2555449547","goodwhiteprobably","LiveZ",10,"1"
"8550288913","lockpeoplewhat","LiveZ",2,"0"
"5126322992","interestfireprobably","LiveZ",18,"0"
"1519360356","openfindthis","LiveZ",14,"0"
"143","peoplerabbitwas","LiveZ",16,"1"
"2798624297","ofsecretlycomputer","LiveZ",10,"0"
"8755218554","writeleaderthey","Nlounge",10,"0"
"197","writewritedad","Nlounge",5,"1"
"81","monsterlibraryof","Nlounge",18,"1"
"9088766722","sillcomputertrying","Nlounge",15,"1"
"4067922038","alwayssmokewords","Nlounge",5,"1"
"93","warphavelibrary","Topicware",18,"1"
"8445957017","ontheybanging","Tagcat",2,"0"
"5951661975","indowords","Tagcat",15,"0"
"4024652355","automaticallymuchcame","Tagcat",19,"0"
"239","daystextis","Tagcat",2,"0"
"2441872932","goodbuildwill","Tagcat",13,"0"
"4158221606","hotonshow","Tagcat",2,"1"
"204","camehatassert","Tagcat",4,"0"
"8962374958","ittosofa","Tagcat",9,"1"
"8684170793","librarywindowon","Zoomlounge",15,"0"
"6342669834","whatconstantlycame","Zoomlounge",14,"0"
"2742885970","fromdiedend","Zoomlounge",14,"1"
"4613944477","leaderbangingroom","Zoomlounge",15,"1"
"7352769285","willrabbitthey","Zoomlounge",5,"0"
"3274612174","hidcomputerdad","Nlounge",13,"0"
"121","worldhatchhave","Nlounge",6,"0"
"5805538088","diedillmagnetic","Nlounge",8,"0"
"5797821188","windowwriteof","Nlounge",12,"1"
"5982708091","findopenhat","Nlounge",18,"1"
"29","muchfiresidekick","Nlounge",19,"0"
"9259957059","wetelevisiondemanded","Nlounge",10,"1"
"126","askedautomaticallycomputer","Nlounge",2,"0"
"7601198302","interestwillbuild","Nlounge",14,"1"
"5421838665","tookwicketshepherd","Nlounge",6,"0"
"40","captainshouldplane","Nlounge",3,"0"
"4158221606","goodmanghost","Nlounge",8,"0"
"4192996080","thishatchkeys","Nlounge",19,"0"
