"ID_BAR","ID_BEBEDOR","HORARIO","FECHA_ULTIMA_VISITA"
46,1743,"diurno",23-JAN-12
41,1808,"todos",22-JAN-12
11,1944,"nocturno",29-FEB-12
23,1921,"diurno",21-JAN-12
34,1079,"nocturno",20-JAN-12
20,1516,"diurno",01-FEB-12
52,1596,"diurno",06-FEB-12
32,1499,"todos",29-FEB-12
42,1092,"nocturno",06-FEB-12
14,1186,"diurno",03-FEB-12
19,1318,"nocturno",25-FEB-12
41,1560,"todos",17-FEB-12
55,1495,"nocturno",25-JAN-12
30,1443,"todos",29-JAN-12
54,1183,"nocturno",20-JAN-12
1,1959,"diurno",25-FEB-12
7,1262,"nocturno",29-FEB-12
32,1977,"diurno",03-FEB-12
5,1801,"todos",22-JAN-12
56,1420,"diurno",17-FEB-12
29,1863,"todos",19-JAN-12
2,1617,"nocturno",20-FEB-12
6,1503,"todos",18-FEB-12
8,1106,"todos",10-FEB-12
46,1526,"diurno",04-MAR-12
24,1531,"diurno",22-JAN-12
5,1772,"todos",22-JAN-12
41,1575,"todos",02-FEB-12
47,1971,"diurno",18-FEB-12
36,1055,"nocturno",04-MAR-12
43,1440,"nocturno",31-JAN-12
14,1611,"todos",25-FEB-12
42,1178,"todos",01-MAR-12
9,1650,"nocturno",20-JAN-12
7,1126,"todos",15-JAN-12
15,1434,"nocturno",25-JAN-12
10,1638,"diurno",29-JAN-12
9,1498,"todos",03-MAR-12
11,1439,"todos",02-FEB-12
8,1791,"nocturno",01-FEB-12
42,1618,"todos",08-FEB-12
13,1209,"diurno",24-FEB-12
21,1426,"nocturno",13-FEB-12
41,1423,"todos",28-FEB-12
23,1927,"todos",27-JAN-12
5,1171,"todos",29-FEB-12
1,1781,"nocturno",23-JAN-12
15,1414,"todos",20-FEB-12
20,1689,"todos",15-FEB-12
46,1025,"diurno",20-FEB-12
39,1303,"diurno",28-FEB-12
10,1914,"diurno",01-MAR-12
43,1611,"diurno",06-FEB-12
13,1763,"todos",25-JAN-12
33,1109,"nocturno",06-FEB-12
55,1752,"todos",01-FEB-12
50,1267,"nocturno",06-FEB-12
38,1971,"diurno",23-FEB-12
26,1103,"nocturno",28-JAN-12
8,1410,"nocturno",23-FEB-12
13,1876,"nocturno",22-JAN-12
49,1678,"todos",10-FEB-12
56,1198,"nocturno",23-JAN-12
8,1891,"diurno",22-JAN-12
52,1092,"todos",22-FEB-12
21,1353,"nocturno",20-FEB-12
26,1789,"diurno",24-FEB-12
19,1965,"diurno",23-JAN-12
5,1290,"nocturno",20-JAN-12
55,1522,"todos",15-JAN-12
55,1985,"diurno",08-FEB-12
3,1285,"nocturno",02-FEB-12
45,1862,"diurno",11-FEB-12
39,1517,"nocturno",17-JAN-12
1,1091,"nocturno",17-FEB-12
34,1882,"nocturno",30-JAN-12
32,1014,"diurno",25-JAN-12
43,1851,"diurno",30-JAN-12
21,1841,"diurno",25-JAN-12
25,1557,"todos",24-FEB-12
35,1565,"todos",01-FEB-12
12,1726,"diurno",07-FEB-12
31,1898,"todos",24-JAN-12
10,1626,"nocturno",17-JAN-12
49,1259,"nocturno",03-MAR-12
26,1164,"todos",20-JAN-12
30,1093,"todos",28-JAN-12
50,1563,"diurno",18-JAN-12
17,1068,"diurno",29-JAN-12
19,1273,"nocturno",04-MAR-12
6,1921,"nocturno",13-FEB-12
6,1015,"nocturno",31-JAN-12
24,1006,"diurno",20-FEB-12
20,1141,"todos",01-MAR-12
15,1802,"nocturno",28-JAN-12
19,1693,"nocturno",13-FEB-12
54,1950,"nocturno",07-FEB-12
17,1851,"todos",26-JAN-12
25,1579,"nocturno",20-JAN-12
1,1649,"todos",20-JAN-12
27,1960,"todos",24-FEB-12
3,1142,"diurno",30-JAN-12
46,1786,"todos",25-FEB-12
2,1426,"nocturno",19-JAN-12
31,1599,"nocturno",04-MAR-12
41,1174,"nocturno",25-JAN-12
10,1156,"nocturno",23-JAN-12
55,1588,"nocturno",06-FEB-12
39,1767,"diurno",10-FEB-12
3,1947,"todos",07-FEB-12
11,1894,"diurno",20-FEB-12
31,1136,"nocturno",15-FEB-12
42,1535,"todos",06-FEB-12
10,1836,"nocturno",21-JAN-12
8,1197,"todos",24-JAN-12
51,1287,"todos",16-FEB-12
13,1475,"nocturno",03-FEB-12
28,1753,"diurno",01-FEB-12
46,1531,"todos",05-FEB-12
10,1151,"diurno",16-FEB-12
2,1008,"nocturno",26-JAN-12
6,1444,"nocturno",04-FEB-12
10,1161,"nocturno",23-JAN-12
50,1770,"nocturno",23-FEB-12
1,1243,"diurno",27-JAN-12
10,1412,"todos",18-JAN-12
9,1433,"todos",04-FEB-12
27,1054,"diurno",20-JAN-12
7,1829,"nocturno",06-FEB-12
1,1970,"diurno",02-FEB-12
2,1316,"nocturno",22-FEB-12
51,1070,"nocturno",16-JAN-12
13,1307,"diurno",30-JAN-12
52,1925,"diurno",20-JAN-12
1,1689,"diurno",21-JAN-12
9,1241,"diurno",08-FEB-12
33,1462,"diurno",03-FEB-12
48,1382,"nocturno",04-FEB-12
31,1891,"nocturno",20-JAN-12
51,1898,"diurno",20-JAN-12
1,1190,"todos",19-JAN-12
54,1189,"diurno",16-FEB-12
38,1019,"nocturno",29-JAN-12
8,1728,"diurno",18-JAN-12
36,1354,"todos",29-JAN-12
38,1503,"todos",17-JAN-12
5,1478,"diurno",03-FEB-12
51,1586,"todos",01-MAR-12
28,1161,"nocturno",24-FEB-12
49,1987,"nocturno",13-FEB-12
27,1295,"diurno",18-JAN-12
54,1204,"todos",26-JAN-12
24,1527,"nocturno",25-JAN-12
30,1136,"todos",16-FEB-12
14,1674,"todos",01-FEB-12
31,1260,"nocturno",24-FEB-12
5,1955,"nocturno",26-JAN-12
28,1232,"todos",02-FEB-12
42,1318,"todos",20-FEB-12
16,1338,"todos",16-FEB-12
13,1415,"diurno",03-FEB-12
38,1428,"diurno",10-FEB-12
45,1989,"todos",27-JAN-12
45,1269,"todos",04-MAR-12
53,1726,"todos",21-JAN-12
19,1460,"nocturno",27-JAN-12
41,1840,"diurno",06-FEB-12
45,1335,"nocturno",25-FEB-12
13,1946,"todos",20-JAN-12
52,1490,"todos",03-MAR-12
45,1987,"nocturno",25-FEB-12
48,1872,"diurno",24-JAN-12
38,1264,"diurno",27-JAN-12
53,1573,"nocturno",20-FEB-12
55,1842,"nocturno",17-JAN-12
19,1739,"nocturno",23-JAN-12
16,1888,"nocturno",15-FEB-12
18,1263,"nocturno",08-FEB-12
10,1695,"todos",06-FEB-12
24,1168,"todos",19-JAN-12
25,1455,"nocturno",24-FEB-12
46,1833,"nocturno",20-JAN-12
51,1055,"diurno",02-FEB-12
7,1494,"nocturno",08-FEB-12
7,1425,"nocturno",20-FEB-12
2,1640,"nocturno",25-JAN-12
17,1241,"diurno",27-FEB-12
13,1269,"nocturno",20-FEB-12
7,1994,"nocturno",02-FEB-12
22,1106,"todos",21-JAN-12
32,1733,"todos",29-JAN-12
28,1244,"todos",20-JAN-12
38,1002,"nocturno",07-FEB-12
34,1832,"nocturno",27-JAN-12
53,1764,"nocturno",04-FEB-12
37,1739,"todos",22-FEB-12
50,1347,"nocturno",01-MAR-12
18,1349,"todos",11-FEB-12
44,1684,"nocturno",03-FEB-12
37,1891,"nocturno",04-MAR-12
40,1408,"diurno",04-FEB-12
10,1983,"diurno",02-FEB-12
26,1559,"diurno",20-JAN-12
42,1274,"diurno",17-FEB-12
47,1961,"todos",27-JAN-12
1,1363,"todos",25-JAN-12
20,1539,"todos",18-FEB-12
44,1405,"nocturno",06-FEB-12
43,1115,"diurno",20-JAN-12
20,1046,"todos",10-FEB-12
19,1473,"nocturno",08-FEB-12
23,1626,"diurno",25-JAN-12
6,1729,"diurno",28-JAN-12
21,1779,"diurno",15-JAN-12
41,1277,"todos",27-FEB-12
22,1868,"todos",02-FEB-12
8,1862,"nocturno",27-FEB-12
53,1891,"diurno",22-JAN-12
39,1560,"todos",02-FEB-12
52,1789,"nocturno",02-FEB-12
8,1699,"diurno",28-FEB-12
55,1304,"diurno",03-MAR-12
55,1794,"nocturno",06-FEB-12
25,1498,"todos",27-JAN-12
11,1683,"diurno",07-FEB-12
19,1979,"nocturno",26-JAN-12
36,1432,"todos",31-JAN-12
4,1037,"diurno",04-FEB-12
7,1212,"nocturno",10-FEB-12
48,1961,"diurno",06-FEB-12
40,1675,"nocturno",06-FEB-12
5,1061,"todos",30-JAN-12
14,1494,"nocturno",20-FEB-12
1,1142,"nocturno",20-FEB-12
32,1238,"diurno",15-JAN-12
33,1090,"nocturno",06-FEB-12
2,1831,"todos",17-JAN-12
40,1788,"diurno",30-JAN-12
12,1119,"diurno",08-FEB-12
36,1173,"diurno",17-FEB-12
35,1112,"diurno",17-FEB-12
25,1513,"nocturno",17-FEB-12
43,1593,"diurno",27-FEB-12
16,1827,"diurno",21-JAN-12
32,787,"nocturno",16-AUG-11
16,288,"nocturno",26-AUG-11
33,736,"nocturno",01-OCT-11
7,93,"diurno",13-SEP-11
44,187,"todos",14-SEP-11
55,637,"diurno",22-AUG-11
33,276,"todos",01-OCT-11
42,452,"todos",12-SEP-11
12,395,"nocturno",16-AUG-11
7,769,"diurno",30-SEP-11
54,137,"todos",25-AUG-11
20,812,"nocturno",17-AUG-11
25,189,"diurno",25-AUG-11
45,925,"diurno",08-SEP-11
17,591,"todos",29-SEP-11
41,889,"nocturno",09-SEP-11
42,389,"todos",28-SEP-11
40,204,"todos",24-SEP-11
6,289,"diurno",28-AUG-11
48,221,"todos",05-SEP-11
15,606,"todos",19-SEP-11
25,547,"nocturno",09-SEP-11
17,903,"diurno",25-AUG-11
18,471,"todos",03-SEP-11
6,546,"nocturno",16-AUG-11
19,788,"diurno",21-AUG-11
37,713,"diurno",01-OCT-11
18,666,"nocturno",29-SEP-11
38,418,"nocturno",09-SEP-11
48,718,"todos",09-SEP-11
3,318,"todos",02-SEP-11
24,917,"diurno",09-SEP-11
4,833,"nocturno",05-SEP-11
56,987,"todos",28-AUG-11
51,906,"todos",19-SEP-11
34,245,"todos",02-SEP-11
18,169,"nocturno",19-SEP-11
51,724,"nocturno",21-AUG-11
19,201,"todos",29-SEP-11
20,347,"nocturno",20-SEP-11
36,240,"diurno",16-SEP-11
53,557,"diurno",04-SEP-11
28,938,"todos",26-AUG-11
42,189,"nocturno",31-AUG-11
38,76,"diurno",05-SEP-11
30,549,"diurno",29-AUG-11
42,339,"nocturno",06-SEP-11
15,985,"todos",03-SEP-11
38,551,"todos",26-SEP-11
13,438,"diurno",22-AUG-11
38,981,"todos",28-SEP-11
10,727,"diurno",01-OCT-11
31,615,"diurno",25-AUG-11
31,587,"todos",05-SEP-11
11,512,"todos",14-SEP-11
56,690,"nocturno",16-SEP-11
56,623,"todos",25-SEP-11
12,172,"diurno",13-SEP-11
1,714,"diurno",29-SEP-11
33,414,"todos",23-SEP-11
31,257,"diurno",09-SEP-11
17,79,"diurno",16-SEP-11
14,419,"diurno",28-AUG-11
30,656,"nocturno",12-SEP-11
48,550,"todos",01-SEP-11
42,31,"diurno",17-AUG-11
25,762,"todos",03-SEP-11
52,812,"diurno",26-AUG-11
32,512,"diurno",28-AUG-11
39,439,"nocturno",28-AUG-11
38,294,"diurno",17-AUG-11
19,316,"todos",05-SEP-11
40,837,"diurno",03-SEP-11
18,470,"todos",21-AUG-11
1,429,"nocturno",14-AUG-11
37,507,"nocturno",06-SEP-11
32,233,"todos",19-AUG-11
27,840,"todos",28-AUG-11
15,756,"diurno",18-AUG-11
33,475,"todos",19-SEP-11
3,822,"diurno",23-SEP-11
36,832,"todos",16-SEP-11
49,683,"nocturno",29-AUG-11
17,375,"diurno",16-AUG-11
36,162,"diurno",03-SEP-11
50,36,"nocturno",11-SEP-11
2,933,"diurno",02-SEP-11
45,710,"todos",23-SEP-11
7,304,"todos",16-AUG-11
21,395,"todos",21-AUG-11
8,99,"todos",29-AUG-11
20,442,"todos",14-SEP-11
23,810,"todos",02-SEP-11
42,4,"todos",26-SEP-11
38,685,"diurno",18-SEP-11
1,114,"diurno",28-AUG-11
40,820,"nocturno",18-AUG-11
12,936,"diurno",28-AUG-11
33,80,"todos",30-AUG-11
36,469,"nocturno",01-SEP-11
53,847,"todos",25-AUG-11
28,640,"nocturno",25-SEP-11
47,709,"diurno",16-AUG-11
24,995,"nocturno",09-SEP-11
27,336,"todos",20-AUG-11
48,424,"diurno",20-SEP-11
53,347,"nocturno",09-SEP-11
45,318,"diurno",16-SEP-11
46,884,"todos",11-SEP-11
40,427,"todos",11-SEP-11
34,199,"todos",19-SEP-11
12,703,"nocturno",16-SEP-11
6,10,"diurno",24-AUG-11
9,683,"diurno",21-SEP-11
37,872,"nocturno",23-AUG-11
2,918,"nocturno",26-SEP-11
12,404,"todos",12-SEP-11
45,537,"nocturno",21-SEP-11
26,150,"todos",24-AUG-11
54,408,"diurno",09-SEP-11
34,687,"todos",01-SEP-11
56,292,"todos",29-AUG-11
25,419,"todos",23-SEP-11
13,465,"diurno",16-AUG-11
20,570,"todos",26-AUG-11
21,32,"todos",19-SEP-11
19,102,"todos",15-AUG-11
13,484,"diurno",25-AUG-11
50,761,"diurno",25-AUG-11
1,881,"diurno",30-SEP-11
41,794,"todos",06-SEP-11
49,283,"diurno",28-AUG-11
28,71,"diurno",18-SEP-11
49,308,"diurno",29-AUG-11
36,616,"nocturno",18-AUG-11
20,964,"todos",07-SEP-11
22,816,"nocturno",25-SEP-11
3,100,"diurno",13-SEP-11
13,135,"nocturno",30-SEP-11
3,702,"nocturno",17-AUG-11
1,935,"nocturno",04-SEP-11
33,959,"nocturno",23-SEP-11
47,666,"diurno",14-AUG-11
47,60,"diurno",21-SEP-11
43,685,"diurno",28-SEP-11
36,570,"nocturno",20-SEP-11
10,203,"todos",25-AUG-11
10,551,"nocturno",23-AUG-11
23,325,"todos",14-AUG-11
2,663,"diurno",20-AUG-11
42,18,"todos",23-AUG-11
43,909,"todos",09-SEP-11
26,42,"nocturno",11-SEP-11
56,273,"todos",24-AUG-11
9,597,"todos",18-AUG-11
11,889,"diurno",14-SEP-11
51,66,"nocturno",04-SEP-11
39,462,"todos",04-SEP-11
27,311,"nocturno",15-AUG-11
2,182,"todos",18-SEP-11
40,362,"todos",12-SEP-11
10,231,"todos",13-SEP-11
7,984,"diurno",27-AUG-11
38,553,"nocturno",01-OCT-11
14,550,"diurno",21-AUG-11
12,498,"diurno",20-SEP-11
26,949,"todos",19-AUG-11
38,688,"todos",16-AUG-11
29,369,"nocturno",12-SEP-11
4,585,"todos",08-SEP-11
46,704,"todos",15-AUG-11
41,470,"diurno",21-AUG-11
37,750,"nocturno",05-SEP-11
54,783,"nocturno",13-SEP-11
20,870,"nocturno",14-AUG-11
23,115,"nocturno",07-SEP-11
6,442,"todos",06-SEP-11
41,866,"todos",18-AUG-11
28,671,"todos",26-SEP-11
20,639,"nocturno",09-SEP-11
41,405,"todos",23-AUG-11
2,727,"diurno",23-SEP-11
39,543,"diurno",29-AUG-11
11,778,"todos",14-SEP-11
47,550,"diurno",26-AUG-11
54,641,"diurno",24-AUG-11
8,857,"nocturno",17-AUG-11
49,971,"diurno",21-AUG-11
13,962,"diurno",06-SEP-11
4,415,"nocturno",13-SEP-11
37,56,"nocturno",16-AUG-11
28,552,"nocturno",01-OCT-11
14,237,"nocturno",16-AUG-11
10,207,"nocturno",23-AUG-11
9,306,"todos",07-SEP-11
21,210,"todos",21-SEP-11
7,746,"diurno",01-OCT-11
42,282,"todos",14-AUG-11
3,256,"todos",12-SEP-11
23,215,"todos",29-SEP-11
33,549,"todos",22-AUG-11
22,451,"diurno",03-SEP-11
8,390,"nocturno",16-AUG-11
31,823,"nocturno",29-AUG-11
28,610,"diurno",13-SEP-11
11,329,"diurno",26-AUG-11
33,531,"diurno",19-SEP-11
56,725,"todos",22-AUG-11
30,809,"diurno",01-SEP-11
23,475,"diurno",27-AUG-11
45,100,"nocturno",16-SEP-11
35,529,"nocturno",01-SEP-11
6,155,"todos",11-SEP-11
53,714,"diurno",31-AUG-11
48,240,"nocturno",19-AUG-11
25,710,"nocturno",18-SEP-11
10,997,"todos",16-SEP-11
8,895,"todos",13-SEP-11
48,138,"todos",18-SEP-11
27,581,"nocturno",19-SEP-11
27,107,"todos",02-SEP-11
4,937,"todos",09-SEP-11
20,708,"nocturno",29-AUG-11
39,448,"todos",11-SEP-11
9,872,"diurno",02-SEP-11
29,762,"todos",15-AUG-11
34,232,"todos",26-AUG-11
12,194,"nocturno",25-AUG-11
25,818,"nocturno",30-SEP-11
49,321,"todos",26-AUG-11
7,4,"todos",21-SEP-11
51,63,"todos",15-AUG-11
8,310,"diurno",29-AUG-11
6,620,"diurno",29-AUG-11
22,628,"diurno",12-SEP-11
19,895,"nocturno",15-AUG-11
34,566,"diurno",25-AUG-11
36,277,"nocturno",02-SEP-11
8,951,"todos",27-AUG-11
1,923,"diurno",29-SEP-11
55,741,"todos",16-AUG-11
39,916,"todos",21-SEP-11
32,821,"todos",06-SEP-11
6,913,"nocturno",18-SEP-11
2,486,"todos",21-SEP-11
31,183,"nocturno",14-AUG-11
53,565,"todos",28-SEP-11
7,475,"diurno",16-SEP-11
55,836,"todos",07-SEP-11
55,694,"diurno",11-SEP-11
54,789,"diurno",26-SEP-11
43,408,"nocturno",23-SEP-11
23,452,"todos",16-SEP-11
48,334,"todos",28-SEP-11
20,21,"diurno",30-AUG-11
15,986,"todos",26-AUG-11
25,220,"todos",17-AUG-11
36,868,"todos",30-AUG-11
35,616,"todos",22-AUG-11
17,363,"todos",28-AUG-11
56,333,"diurno",23-AUG-11
42,314,"nocturno",30-AUG-11
16,310,"diurno",06-SEP-11
7,558,"diurno",12-SEP-11
44,485,"diurno",13-SEP-11
41,519,"todos",23-AUG-11
49,357,"nocturno",07-SEP-11
31,955,"nocturno",02-SEP-11
10,447,"diurno",20-SEP-11
20,925,"todos",15-AUG-11
35,172,"todos",18-SEP-11
29,799,"diurno",31-AUG-11
9,788,"todos",26-SEP-11
25,383,"diurno",04-SEP-11
34,629,"diurno",21-AUG-11
47,750,"diurno",21-AUG-11
12,649,"todos",28-SEP-11
52,502,"todos",29-AUG-11
21,568,"nocturno",26-SEP-11
20,891,"todos",16-SEP-11
20,690,"nocturno",25-AUG-11
54,394,"diurno",08-SEP-11
3,760,"diurno",16-SEP-11
30,45,"diurno",30-AUG-11
8,781,"diurno",01-OCT-11
33,375,"nocturno",23-AUG-11
52,653,"diurno",29-AUG-11
2,299,"diurno",06-SEP-11
39,477,"todos",18-SEP-11
45,385,"diurno",15-AUG-11
15,288,"diurno",16-AUG-11
26,595,"nocturno",14-AUG-11
36,796,"todos",16-SEP-11
53,769,"nocturno",02-SEP-11
6,28,"todos",29-SEP-11
9,989,"nocturno",06-SEP-11
46,113,"nocturno",02-SEP-11
14,73,"todos",08-SEP-11
45,826,"diurno",26-SEP-11
7,331,"diurno",21-AUG-11
54,649,"nocturno",05-SEP-11
49,215,"todos",21-SEP-11
37,44,"diurno",04-SEP-11
42,749,"diurno",18-AUG-11
41,358,"todos",29-SEP-11
48,1,"nocturno",29-AUG-11
47,749,"todos",21-SEP-11
37,100,"todos",03-SEP-11
10,736,"diurno",11-SEP-11
21,572,"nocturno",17-AUG-11
45,292,"todos",28-SEP-11
53,951,"nocturno",28-SEP-11
3,566,"diurno",23-SEP-11
30,968,"todos",08-SEP-11
55,656,"todos",19-SEP-11
37,797,"todos",30-SEP-11
36,116,"nocturno",14-AUG-11
50,419,"nocturno",18-SEP-11
13,987,"todos",02-SEP-11
34,577,"nocturno",11-SEP-11
48,820,"diurno",17-AUG-11
46,805,"diurno",02-SEP-11
15,892,"diurno",29-AUG-11
14,361,"nocturno",29-AUG-11
16,224,"todos",31-AUG-11
53,337,"diurno",01-SEP-11
12,772,"todos",25-AUG-11
1,233,"nocturno",20-AUG-11
23,227,"diurno",22-AUG-11
56,587,"nocturno",07-SEP-11
21,887,"nocturno",18-AUG-11
7,299,"diurno",24-AUG-11
46,397,"nocturno",30-SEP-11
24,521,"diurno",04-SEP-11
35,241,"diurno",20-AUG-11
21,834,"nocturno",07-SEP-11
4,947,"diurno",05-SEP-11
52,22,"nocturno",16-SEP-11
33,994,"nocturno",15-AUG-11
52,525,"nocturno",25-AUG-11
18,556,"nocturno",22-AUG-11
30,283,"nocturno",17-AUG-11
1,654,"nocturno",23-AUG-11
41,61,"diurno",19-SEP-11
40,220,"nocturno",18-SEP-11
19,486,"todos",17-AUG-11
20,401,"todos",18-AUG-11
18,936,"nocturno",31-AUG-11
28,509,"nocturno",28-AUG-11
29,703,"nocturno",09-SEP-11
6,255,"nocturno",16-SEP-11
14,303,"todos",08-SEP-11
1,171,"todos",07-SEP-11
51,490,"todos",11-SEP-11
24,115,"todos",28-AUG-11
33,404,"todos",20-SEP-11
51,477,"nocturno",17-AUG-11
15,897,"diurno",29-AUG-11
27,178,"nocturno",25-SEP-11
1,441,"todos",20-AUG-11
47,538,"todos",26-SEP-11
32,944,"diurno",24-AUG-11
38,793,"nocturno",27-AUG-11
50,481,"nocturno",16-SEP-11
3,193,"nocturno",20-SEP-11
9,228,"todos",05-SEP-11
28,160,"nocturno",26-AUG-11
34,704,"nocturno",30-AUG-11
30,699,"diurno",27-AUG-11
46,977,"nocturno",05-SEP-11
37,223,"nocturno",27-AUG-11
20,768,"nocturno",01-OCT-11
29,919,"nocturno",16-AUG-11
43,849,"nocturno",14-SEP-11
25,290,"nocturno",12-SEP-11
24,864,"todos",17-AUG-11
21,459,"diurno",05-SEP-11
21,711,"diurno",18-SEP-11
1,323,"diurno",17-AUG-11
32,620,"diurno",19-AUG-11
35,503,"diurno",22-AUG-11
16,693,"todos",20-SEP-11
44,970,"diurno",07-SEP-11
31,907,"nocturno",17-AUG-11
47,484,"todos",06-SEP-11
37,820,"nocturno",24-SEP-11
33,204,"diurno",19-AUG-11
19,511,"todos",03-SEP-11
26,131,"diurno",18-SEP-11
8,476,"todos",21-AUG-11
1,514,"diurno",03-SEP-11
49,365,"todos",26-AUG-11
3,837,"nocturno",25-SEP-11
45,480,"nocturno",08-SEP-11
11,909,"nocturno",23-SEP-11
34,544,"todos",28-SEP-11
21,253,"diurno",09-SEP-11
13,931,"nocturno",14-SEP-11
52,552,"diurno",24-SEP-11
21,377,"diurno",07-SEP-11
49,608,"diurno",16-AUG-11
38,240,"todos",23-AUG-11
34,254,"todos",04-SEP-11
54,536,"todos",19-SEP-11
44,47,"nocturno",29-SEP-11
13,711,"todos",27-AUG-11
48,849,"diurno",28-SEP-11
40,655,"diurno",21-AUG-11
53,957,"nocturno",15-AUG-11
25,312,"nocturno",04-SEP-11
56,902,"todos",06-SEP-11
29,721,"todos",23-SEP-11
27,338,"todos",23-SEP-11
2,215,"nocturno",28-SEP-11
31,781,"todos",19-AUG-11
52,158,"nocturno",01-SEP-11
50,412,"todos",09-SEP-11
21,213,"nocturno",16-AUG-11
49,816,"todos",04-SEP-11
47,368,"nocturno",02-SEP-11
27,615,"diurno",28-SEP-11
21,260,"todos",11-SEP-11
48,352,"diurno",22-AUG-11
39,291,"nocturno",30-AUG-11
15,283,"nocturno",15-AUG-11
51,299,"diurno",14-SEP-11
14,780,"diurno",01-OCT-11
40,922,"nocturno",08-SEP-11
54,767,"nocturno",13-SEP-11
15,946,"nocturno",12-SEP-11
17,443,"diurno",25-AUG-11
54,514,"nocturno",14-SEP-11
8,211,"diurno",03-SEP-11
12,206,"diurno",30-AUG-11
47,347,"nocturno",31-AUG-11
56,153,"diurno",27-AUG-11
37,589,"diurno",07-SEP-11
6,454,"nocturno",26-AUG-11
49,291,"diurno",14-AUG-11
52,699,"todos",11-SEP-11
51,570,"todos",25-SEP-11
29,772,"diurno",30-AUG-11
28,531,"nocturno",23-SEP-11
24,982,"nocturno",01-OCT-11
46,979,"todos",11-SEP-11
32,198,"diurno",03-SEP-11
12,657,"diurno",16-SEP-11
35,157,"nocturno",04-SEP-11
53,681,"todos",14-AUG-11
20,250,"todos",25-AUG-11
11,888,"nocturno",21-SEP-11
37,332,"todos",02-SEP-11
48,289,"diurno",27-AUG-11
8,453,"diurno",24-SEP-11
30,688,"todos",11-SEP-11
41,245,"diurno",30-SEP-11
14,184,"diurno",29-AUG-11
51,646,"nocturno",09-SEP-11
15,28,"diurno",25-AUG-11
50,599,"diurno",24-SEP-11
9,628,"todos",08-SEP-11
40,598,"todos",19-SEP-11
54,677,"todos",25-SEP-11
31,662,"diurno",29-SEP-11
21,976,"nocturno",21-AUG-11
32,276,"nocturno",23-AUG-11
30,235,"todos",02-SEP-11
42,460,"nocturno",01-SEP-11
17,110,"todos",05-SEP-11
28,158,"diurno",23-SEP-11
30,588,"nocturno",02-SEP-11
48,126,"nocturno",16-AUG-11
1,242,"diurno",21-AUG-11
44,203,"nocturno",25-AUG-11
14,635,"todos",22-AUG-11
21,658,"diurno",02-SEP-11
53,735,"nocturno",18-AUG-11
32,48,"todos",30-SEP-11
30,339,"todos",26-AUG-11
35,469,"diurno",29-SEP-11
4,491,"nocturno",28-AUG-11
8,662,"nocturno",26-AUG-11
30,7,"todos",22-AUG-11
12,290,"todos",16-SEP-11
4,357,"diurno",22-AUG-11
7,275,"diurno",21-SEP-11
14,137,"nocturno",04-SEP-11
48,844,"nocturno",20-SEP-11
45,700,"nocturno",30-AUG-11
26,933,"diurno",24-AUG-11
31,208,"todos",17-AUG-11
36,482,"nocturno",20-SEP-11
2,547,"nocturno",13-SEP-11
2,935,"nocturno",13-SEP-11
45,862,"nocturno",27-AUG-11
29,708,"diurno",25-SEP-11
44,872,"diurno",25-AUG-11
16,636,"nocturno",13-SEP-11
4,525,"todos",16-AUG-11
23,544,"nocturno",21-SEP-11
16,268,"todos",17-AUG-11
49,318,"nocturno",05-SEP-11
23,909,"todos",20-SEP-11
53,29,"diurno",27-AUG-11
49,316,"nocturno",07-SEP-11
55,34,"nocturno",07-SEP-11
43,545,"diurno",21-SEP-11
13,254,"todos",11-SEP-11
43,293,"todos",12-SEP-11
44,490,"todos",30-SEP-11
20,269,"diurno",14-SEP-11
16,1,"diurno",28-SEP-11
14,181,"nocturno",09-SEP-11
43,206,"todos",30-AUG-11
54,924,"todos",15-AUG-11
18,601,"diurno",27-AUG-11
37,391,"diurno",16-SEP-11
42,935,"nocturno",01-OCT-11
10,253,"diurno",27-AUG-11
42,629,"diurno",18-AUG-11
38,847,"nocturno",22-AUG-11
6,719,"diurno",16-SEP-11
48,543,"todos",07-SEP-11
43,222,"todos",11-SEP-11
17,802,"nocturno",02-SEP-11
23,745,"diurno",03-SEP-11
33,378,"todos",21-SEP-11
41,541,"todos",26-SEP-11
14,533,"todos",26-SEP-11
4,630,"nocturno",25-AUG-11
48,140,"diurno",26-SEP-11
31,733,"diurno",23-AUG-11
37,911,"diurno",25-SEP-11
31,239,"todos",20-SEP-11
46,464,"todos",07-SEP-11
34,550,"todos",01-SEP-11
52,754,"diurno",20-AUG-11
23,224,"todos",02-SEP-11
9,724,"todos",16-SEP-11
14,871,"nocturno",26-SEP-11
23,851,"diurno",16-AUG-11
1,385,"diurno",23-AUG-11
9,873,"todos",21-AUG-11
18,786,"nocturno",20-AUG-11
42,520,"todos",02-SEP-11
9,71,"nocturno",01-JAN-10
23,490,"diurno",28-AUG-11
41,581,"todos",17-AUG-11
27,995,"nocturno",19-SEP-11
23,515,"nocturno",26-AUG-11
16,902,"nocturno",21-SEP-11
24,435,"diurno",24-AUG-11
27,519,"todos",17-AUG-11
40,983,"nocturno",27-AUG-11
53,846,"todos",08-SEP-11
55,522,"nocturno",20-SEP-11
1,237,"diurno",25-SEP-11
39,545,"todos",27-AUG-11
44,973,"nocturno",28-AUG-11
14,898,"nocturno",17-AUG-11
48,907,"todos",31-AUG-11
28,452,"diurno",20-SEP-11
